,m,nModels,ntree,seed,train,train_avg,valid,valid_avg
0,100,1,140,12398,0.12593986766767332,0.12593987394740294,0.4819820952311372,0.4819821023370886
1,100,1,160,12398,0.10857215541121128,0.10857216117039108,0.4800454827047742,0.4800454904735205
2,100,1,180,12398,0.09520704161485276,0.0952070477352709,0.4795089982859368,0.4795090050235881
3,100,1,200,12398,0.08446386757635951,0.08446387348761822,0.4801612371366413,0.48016124449996395
4,100,1,220,12398,0.07520243747077297,0.07520244282022262,0.4810963835215317,0.4810963907302463
5,100,1,240,12398,0.06786837714519707,0.06786838231695166,0.4822829801450158,0.4822829877045496
6,100,1,260,12398,0.06127970088092481,0.061279706073045136,0.4842934032459394,0.4842934102953981
7,100,2,140,12399,0.1274277207850287,0.12598939617996685,0.4812408319011721,0.4677998083266075
8,100,2,160,12399,0.11041773234525486,0.10895826933100228,0.4794273814370739,0.4647822990797758
9,100,2,180,12399,0.09685060654861408,0.09560448883119804,0.4794582743554594,0.4637993741625347
10,100,2,200,12399,0.08536687842926312,0.0845790985975615,0.4797227922502174,0.4634748984701132
11,100,2,220,12399,0.07638187764202946,0.07551694663194616,0.4806182436472857,0.4636857811107417
12,100,2,240,12399,0.06879770973524894,0.06810612941977168,0.4815541459547762,0.4642398546537794
13,100,2,260,12399,0.062374164120565435,0.06163666545395328,0.4828719000161456,0.4652461782781349
14,100,3,140,12400,0.12363504300428398,0.12476133011259252,0.4849277371916737,0.4644242657363232
15,100,3,160,12400,0.10679050027671187,0.10788763954870767,0.483239172272143,0.4612876198654761
16,100,3,180,12400,0.09327616168433334,0.0945571078954351,0.4841457873742369,0.46033667709676207
17,100,3,200,12400,0.08297096613949402,0.08382469198663668,0.4841779891077399,0.4596359481680067
18,100,3,220,12400,0.07456392211320366,0.0750208419115383,0.4852310397384865,0.4596602562380525
19,100,3,240,12400,0.06692923388398232,0.06757113632460199,0.4871994027370002,0.4601766144227031
20,100,3,260,12400,0.061003081864692166,0.061306827074817764,0.4887081773000506,0.460997641298175
21,100,4,140,12401,0.12217250304447776,0.12376332438321162,0.4861698189767015,0.4624338244426421
22,100,4,160,12401,0.10546163843370164,0.10701623819900892,0.4841643053238116,0.4591879502700228
23,100,4,180,12401,0.09202097307456926,0.09371931739719586,0.4840431940405899,0.4580385693126644
24,100,4,200,12401,0.08110853248936735,0.08298437502579763,0.4844189007005354,0.4571888490612128
25,100,4,220,12401,0.07255800855098814,0.07427595001111682,0.4853106764148933,0.457061730256927
26,100,4,240,12401,0.06547662501200957,0.06694221272479625,0.4871336231148645,0.4575314451014793
27,100,4,260,12401,0.059217218833574524,0.0606965356731338,0.4888027577367626,0.4582380502981229
28,100,5,140,12402,0.1222760833808138,0.1231829981691785,0.4863271374377029,0.4608505703425673
29,100,5,160,12402,0.10627307584941856,0.10665303617921293,0.4844642525210298,0.4575261675942908
30,100,5,180,12402,0.0925029105826113,0.09331107831737802,0.4842766658033165,0.4562255732690229
31,100,5,200,12402,0.08209141154016864,0.08267611769503062,0.4848106977952536,0.4552656226946538
32,100,5,220,12402,0.07334731388801488,0.07398466447567646,0.4863418492020259,0.4550878611439918
33,100,5,240,12402,0.06645218966935418,0.06675847340125524,0.4883086768762231,0.4554453867369122
34,100,5,260,12402,0.060336674685234015,0.0605540376652676,0.4902475997554237,0.4560511605621523
35,100,6,140,12403,0.12375306549001612,0.12305272915583287,0.4872284225576956,0.4601240119274378
36,100,6,160,12403,0.1069060744373876,0.10652542838489094,0.4864649436370573,0.4569443056323087
37,100,6,180,12403,0.09378332654265653,0.0932572780835728,0.4869505906195052,0.4556466220314898
38,100,6,200,12403,0.08348133120403232,0.08270512768863343,0.4876718450614829,0.454704251106008
39,100,6,220,12403,0.07447415654760227,0.07398286388272675,0.4886663347302294,0.4544347992739914
40,100,6,240,12403,0.06700188940281855,0.06673236332126575,0.4897417935806922,0.4546232360174807
41,100,6,260,12403,0.06076801488097395,0.060534681314599874,0.4913618812318666,0.455131575391981
42,100,7,140,12404,0.12721372795485889,0.12344937329248205,0.4846571082660074,0.4595255416977603
43,100,7,160,12404,0.1103861612216213,0.10692471866800064,0.4824439759131442,0.45622485551302394
44,100,7,180,12404,0.09710374074948827,0.09368652547785077,0.4818088862602327,0.4547802040915975
45,100,7,200,12404,0.08569575052884808,0.08303878828262401,0.4819148859061792,0.4537659714644421
46,100,7,220,12404,0.07622289245777678,0.07422892217313139,0.48282598408907895,0.45345619679385796
47,100,7,240,12404,0.06873590350665347,0.0669568844404825,0.4837192311600497,0.4535409115165007
48,100,7,260,12404,0.06237242121521117,0.06074532540121131,0.4850201378007985,0.4539503807085162
49,100,8,140,12405,0.12352388204806845,0.12328545422289976,0.4853258944330671,0.4592145876421794
50,100,8,160,12405,0.10728190121475052,0.10683622021235692,0.4841552821079982,0.4559284169101441
51,100,8,180,12405,0.09379454989039684,0.0935981571460428,0.4837569973327856,0.4543998079708489
52,100,8,200,12405,0.08286022391821403,0.08293525783333032,0.4838372793180469,0.4533622257680081
53,100,8,220,12405,0.07412288103170941,0.07414979350237984,0.4848260079892345,0.4530221119174167
54,100,8,240,12405,0.06696637746714675,0.06690392124422406,0.4857898125253522,0.4530290639216351
55,100,8,260,12405,0.06098981285778071,0.060731428142702264,0.4872896071047675,0.4533847179470418
56,100,9,140,12406,0.12602427120717954,0.12342960603821028,0.4890980301211954,0.4592829882334898
57,100,9,160,12406,0.108755082479685,0.10692789668229237,0.48768081513298706,0.4559953828966693
58,100,9,180,12406,0.09533238324449472,0.09369756837305346,0.4874845252412068,0.4543912979388726
59,100,9,200,12406,0.08487147501754137,0.08307587790889498,0.4880507945247651,0.4533587024211257
60,100,9,220,12406,0.07633843010946194,0.07433261763114761,0.4890563326988678,0.4530225835626551
61,100,9,240,12406,0.06880186065015001,0.06706590723491855,0.490222900634497,0.4529759572879923
62,100,9,260,12406,0.06265994381355808,0.06090509244406867,0.4919426753620408,0.4533337899255314
63,100,10,140,12407,0.1229271084708416,0.1232474828900596,0.4819487362563497,0.4587765187885495
64,100,10,160,12407,0.10576810663092777,0.10671203183962702,0.480066128521197,0.4554678888375947
65,100,10,180,12407,0.09210785640644606,0.0934622118809682,0.48014090308153295,0.4538538975839568
66,100,10,200,12407,0.08143194986330803,0.08285119620330655,0.4811008178541672,0.452856512498141
67,100,10,220,12407,0.07300786240809988,0.07415161924306687,0.482067687126696,0.4525139554027021
68,100,10,240,12407,0.06591422316564774,0.06691106162346776,0.4836507325112326,0.4524717476649296
69,100,10,260,12407,0.05958896740530825,0.060741305124104174,0.4853305121738584,0.4528528617220272
70,100,11,140,12408,0.12475204290606075,0.12325458093206933,0.4846592314940378,0.4585515635565018
71,100,11,160,12408,0.10770321798555108,0.10670361530077012,0.482430216594864,0.4551807075009615
72,100,11,180,12408,0.0943620504926403,0.09346888558051998,0.4822021105752376,0.4535404529936259
73,100,11,200,12408,0.08346925255077921,0.08284878249291162,0.4821631009509642,0.4524785355741585
74,100,11,220,12408,0.07483089779101193,0.07416631021732935,0.4826639678697375,0.4520877613913234
75,100,11,240,12408,0.06704538876029797,0.06688516483280701,0.4837941405643581,0.4520056382395467
76,100,11,260,12408,0.061028636002722236,0.0607358458277331,0.4851598567591714,0.4523657411548681
77,100,12,140,12409,0.12720459877542467,0.12345765344576075,0.4896888894761911,0.4587282115663348
78,100,12,160,12409,0.11030318795846224,0.10690665124966167,0.4872026601787455,0.4552841251337595
79,100,12,180,12409,0.09742571594514968,0.09372003158570023,0.4859955626234589,0.453555838737864
80,100,12,200,12409,0.08598753843642169,0.08304807942211853,0.4865536261128761,0.4524837096404315
81,100,12,220,12409,0.07721578109752866,0.07436870662107617,0.4864534031362233,0.4520163764158193
82,100,12,240,12409,0.06946908333958036,0.0670586221761675,0.4876082048346343,0.451915071766358
83,100,12,260,12409,0.06307931993605302,0.060896649362569735,0.4889640319653122,0.4522319317769909
84,100,13,140,12410,0.12747820106691227,0.12366163796356425,0.4814272677411393,0.4583667916414366
85,100,13,160,12410,0.11115610632757998,0.10714981130464164,0.4805355013362832,0.4549894967568501
86,100,13,180,12410,0.0966783516724133,0.09388343907032848,0.4811325732124629,0.4533070195472818
87,100,13,200,12410,0.08579001396090175,0.08320744662314411,0.4822590445483908,0.4522661396332383
88,100,13,220,12410,0.07661482360609402,0.0745001552365303,0.483903167923791,0.4518375136502991
89,100,13,240,12410,0.06866167979274743,0.06714850298272403,0.4852992400358509,0.4517381825344648
90,100,13,260,12410,0.062490301436186016,0.06099093958386052,0.4863458782849912,0.4519924049424499
91,100,14,140,12411,0.1245440318104251,0.12362614019595405,0.4834098188164658,0.4579350108307458
92,100,14,160,12411,0.10753148097877596,0.10710205285722843,0.4810556908590815,0.454503604879247
93,100,14,180,12411,0.09496836979537322,0.09390170271295448,0.4806639428511185,0.4528075919579237
94,100,14,200,12411,0.08374250393217013,0.08319968558975685,0.4808792228461654,0.4517437205604036
95,100,14,220,12411,0.07488201300021742,0.07449101340673789,0.4816790576648985,0.4513006764649247
96,100,14,240,12411,0.0674315240390611,0.06713922322898283,0.4825512968211187,0.4511652232604926
97,100,14,260,12411,0.061378717986180074,0.06099402935498858,0.4837875999507578,0.4513735403489392
98,100,15,140,12412,0.1290908108809779,0.1238886294492961,0.4904021837293289,0.4581001018715352
99,100,15,160,12412,0.1119503819094086,0.10734786475913193,0.4885558598094813,0.4546568112224162
100,100,15,180,12412,0.09860442050449954,0.09415379134195463,0.4885937101708588,0.4529783185838027
101,100,15,200,12412,0.08662925026530609,0.08338187732621324,0.4887179771326234,0.4518852830505096
102,100,15,220,12412,0.07721124614650295,0.07463541892791023,0.4897148161995784,0.4514234447712816
103,100,15,240,12412,0.06940242909837653,0.06726027225379128,0.4911400026552568,0.4513026718606524
104,100,15,260,12412,0.06285115860337155,0.061093085933349466,0.4934024634967293,0.4515496302624602
105,100,16,140,12413,0.1207341133399027,0.1236062702813466,0.4840704663269295,0.4579055200935725
106,100,16,160,12413,0.1037851847268071,0.10706121963637953,0.4831631475918377,0.4545004908375779
107,100,16,180,12413,0.09127533281822686,0.09392421379133256,0.4833011119263367,0.4528237285689733
108,100,16,200,12413,0.08056794287261337,0.08316713195680353,0.4839001681399439,0.4517201012143235
109,100,16,220,12413,0.07222411921363303,0.07445329977176914,0.4846513768146646,0.45125648219654607
110,100,16,240,12413,0.06511873343975402,0.06710099418770529,0.4862920967796256,0.4511621152708424
111,100,16,260,12413,0.05912679978851265,0.060949352899973865,0.4883452713101807,0.4514315544360552
112,100,17,140,12414,0.1258570912359006,0.12365974236785175,0.4813490369361415,0.4576731874860268
113,100,17,160,12414,0.10845330854236686,0.10708388277498256,0.4797728101655238,0.4542727782071442
114,100,17,180,12414,0.09524477910595304,0.09395539237118257,0.4795693810962256,0.4525721492816927
115,100,17,200,12414,0.08403851786650704,0.08318155809416916,0.4798945143196218,0.4514721313442503
116,100,17,220,12414,0.07502240674450215,0.07445692986075468,0.481193127690617,0.4510290105025873
117,100,17,240,12414,0.06790626915759736,0.06712350172319716,0.4822383303760376,0.4509356665506053
118,100,17,260,12414,0.061546547724590714,0.060963846650505416,0.4835832964835625,0.451185247220359
119,100,18,140,12415,0.12468575746560175,0.12364017408679877,0.4833294249439128,0.4575286372560815
120,100,18,160,12415,0.10812264649764564,0.10708296589207204,0.4818335456060992,0.4541289996991274
121,100,18,180,12415,0.09520343468502973,0.09397844292278848,0.4811310251289124,0.4523869323920749
122,100,18,200,12415,0.08356673941069495,0.08316716904841699,0.4814361121959642,0.4512658450140633
123,100,18,220,12415,0.07466404383738898,0.07443990646721989,0.48188597338696004,0.4507920571562472
124,100,18,240,12415,0.0674374807532948,0.06711743482216112,0.4832353875533328,0.4506938811105276
125,100,18,260,12415,0.061328892335821235,0.060964773330600935,0.4851584855514266,0.4509660083795315
126,100,19,140,12416,0.1236927652491784,0.1235687558065022,0.4906573806445588,0.45772976167671897
127,100,19,160,12416,0.10759045731504564,0.10705297505302802,0.4888184476331629,0.4543291802395001
128,100,19,180,12416,0.09398298901846187,0.09393530247871386,0.4888689679708317,0.452589263893377
129,100,19,200,12416,0.08281769048119164,0.08311523823993221,0.4893120348309353,0.4514684815282412
130,100,19,220,12416,0.07432991357304937,0.07440697509808814,0.4899350965452589,0.4509764071949292
131,100,19,240,12416,0.06686497224937751,0.06708218384489308,0.4913851143673506,0.4508855966868949
132,100,19,260,12416,0.06062821307379375,0.060928840890157335,0.4933491249121825,0.4511710725113989
133,100,20,140,12417,0.12178127299377492,0.12341024702897264,0.48349436106666704,0.4575043526682499
134,100,20,160,12417,0.10514594466820196,0.10690555385761608,0.4819512388378497,0.4541136553947507
135,100,20,180,12417,0.09196359204382804,0.09379636060211284,0.4811828147861476,0.4523305652625621
136,100,20,200,12417,0.08146001491497046,0.08300088311159763,0.4818272918429793,0.4512168471748189
137,100,20,220,12417,0.07265706666584526,0.07429381796261783,0.4830988838329013,0.4507524324146632
138,100,20,240,12417,0.06528511634475777,0.06697129862948653,0.4847571909708819,0.4506696616335363
139,100,20,260,12417,0.05924855089893034,0.06082734855126368,0.4866935228929046,0.4509630295029884
140,120,1,140,12398,0.12889187116133852,0.12889187725127926,0.4816157329264384,0.4816157402684536
141,120,1,160,12398,0.11187957768383887,0.11187958423595767,0.4801305310700938,0.4801305377790429
142,120,1,180,12398,0.0978182465960504,0.09781825231878846,0.4809141118443537,0.4809141193308727
143,120,1,200,12398,0.0869731415296379,0.08697314731551901,0.4806973867226174,0.4806973949845526
144,120,1,220,12398,0.07793166263321855,0.07793166825732424,0.4816811697645314,0.4816811766189442
145,120,1,240,12398,0.07064016421545907,0.07064016972709093,0.4826128169355554,0.4826128244518955
146,120,1,260,12398,0.0641016420624866,0.06410164771447653,0.4837223169010607,0.4837223241841469
147,120,2,140,12399,0.13400678798522286,0.13069930267538254,0.4840172372100479,0.4691326680943895
148,120,2,160,12399,0.11587508017803272,0.11329019817641588,0.4824666552458228,0.4668563629299158
149,120,2,180,12399,0.10190175158001737,0.09940417089082028,0.4825146349966666,0.4664697808084327
150,120,2,200,12399,0.0904117406787774,0.08832530248031797,0.4828570987149783,0.4658219504046249
151,120,2,220,12399,0.08100961123595746,0.07917247891937723,0.4833998597420409,0.4658566275665251
152,120,2,240,12399,0.0730489000103017,0.07159758763293975,0.4845494715389939,0.4661883884963822
153,120,2,260,12399,0.0662102476712658,0.06495275615313628,0.4866652097851738,0.4670398066179507
154,120,3,140,12400,0.1316303713620876,0.13051146222520071,0.4814673337015958,0.4644058293193406
155,120,3,160,12400,0.1134371028085822,0.112959092662916,0.4795240720124863,0.4617608209021189
156,120,3,180,12400,0.09968933778486973,0.09920464630168184,0.47963121003377207,0.4610346487834096
157,120,3,200,12400,0.08796669935460191,0.08797484747700195,0.4799277597593104,0.4601606848337255
158,120,3,220,12400,0.0784094595819495,0.07873318446475462,0.4810956741213398,0.4600805740432206
159,120,3,240,12400,0.07044850673403312,0.0710613897488512,0.4821730362041558,0.46022926579797296
160,120,3,260,12400,0.06439114757657205,0.06464061373592353,0.4838299923972924,0.460984003421008
161,120,4,140,12401,0.1286071671634131,0.12969055403366608,0.4823055775367409,0.4624294059374027
162,120,4,160,12401,0.11124769174774958,0.11226716585066128,0.4806544321418184,0.4596631138730008
163,120,4,180,12401,0.09827398173159507,0.09876590127418754,0.4805297422029514,0.4586895065995247
164,120,4,200,12401,0.08691911953741249,0.08754139913059257,0.4805089099402694,0.4577161306057126
165,120,4,220,12401,0.0775512259429513,0.07830081412519904,0.4815120130430343,0.4575154614579384
166,120,4,240,12401,0.07018886969043436,0.07073083737106736,0.4832477246779976,0.4576883054460354
167,120,4,260,12401,0.06367732041346931,0.06430680389102575,0.4853212961049366,0.4584215229454333
168,120,5,140,12402,0.124483570978822,0.1283844643283412,0.4801131948773076,0.4607688453741001
169,120,5,160,12402,0.10766386589957844,0.11114204596793784,0.4784129142359132,0.4578821286882275
170,120,5,180,12402,0.09525857925836882,0.09790311594086892,0.4786733820281224,0.4568503629141672
171,120,5,200,12402,0.08446235269446158,0.08679757842782447,0.478980311599848,0.4558708931974685
172,120,5,220,12402,0.07570857063730753,0.07767904874688479,0.48098874707531,0.4558460595396121
173,120,5,240,12402,0.06854644262518657,0.07020925376727671,0.4825450812559322,0.4560173050353942
174,120,5,260,12402,0.062167555426467874,0.06380865213864641,0.484694497334131,0.4567837560096919
175,120,6,140,12403,0.12827651701821513,0.1281377148668931,0.4804068345706748,0.4598241478229453
176,120,6,160,12403,0.1115985664904323,0.11104352747832076,0.4792539343809764,0.456971892524753
177,120,6,180,12403,0.09857925225130594,0.09787950698376928,0.4782777136801119,0.4556797118463296
178,120,6,200,12403,0.08751764789796683,0.08680884802644262,0.479016200525356,0.4547329932536365
179,120,6,220,12403,0.07827368140528253,0.07768841796480064,0.4802360039359404,0.4546721756725494
180,120,6,240,12403,0.0702848731281211,0.07014763413781859,0.4814759193227323,0.4547735910469787
181,120,6,260,12403,0.06351715648189153,0.06369882942714962,0.4834329517942916,0.4555108144122944
182,120,7,140,12404,0.12525277890750094,0.12752851966528794,0.4832266075520567,0.4594834007233337
183,120,7,160,12404,0.10932875445650887,0.11064778001764022,0.4814511628526644,0.4565464194680346
184,120,7,180,12404,0.09575163091382076,0.0974574804574639,0.4810511489559254,0.4551570996503162
185,120,7,200,12404,0.08483605993614192,0.08643130408734723,0.4820905380814869,0.4542650677522435
186,120,7,220,12404,0.07604880766428984,0.077375721564798,0.482537756660738,0.4541041837036671
187,120,7,240,12404,0.06860945517862052,0.06986444691593252,0.4840814827478836,0.4541992129017925
188,120,7,260,12404,0.06215604235144855,0.06342525870135482,0.4859294031391062,0.4548842614658027
189,120,8,140,12405,0.13131674624477455,0.1278132390056742,0.4794114393456742,0.458688467213668
190,120,8,160,12405,0.1131462743159966,0.11081761095695558,0.47849798372335905,0.4557998413637885
191,120,8,180,12405,0.09847958186267998,0.09747600820152846,0.4782737372638934,0.4543893672275908
192,120,8,200,12405,0.0876240996428056,0.08649457209755497,0.4792789842996202,0.4535284130685237
193,120,8,220,12405,0.07834076244192928,0.07742740391314909,0.4803678732302572,0.4533563193511295
194,120,8,240,12405,0.07082252041808433,0.06992812429138066,0.4822633481973812,0.4535224095693524
195,120,8,260,12405,0.06423473099059672,0.06348016655039945,0.48362568002767203,0.4541267423476128
196,120,9,140,12406,0.1306105034162931,0.12796842775870165,0.4785372235313374,0.4580062896768571
197,120,9,160,12406,0.11410741044818826,0.11106077704821476,0.4764980771887116,0.4550564915337516
198,120,9,180,12406,0.10013339536987674,0.09767600495405583,0.4757345789442829,0.4535446932530172
199,120,9,200,12406,0.0889130780985304,0.08668673898678095,0.47657992722379,0.4527562756121005
200,120,9,220,12406,0.07952194216206697,0.07759854980248611,0.4777405466193185,0.4525531976595628
201,120,9,240,12406,0.07148626579468839,0.07005235684984414,0.4789494668270186,0.45265931455608205
202,120,9,260,12406,0.06513544527638684,0.0636226552198078,0.48064342236688395,0.4532471571617115
203,120,10,140,12407,0.126520947304418,0.1276768603405835,0.4798924739928852,0.4576006892728362
204,120,10,160,12407,0.1094661956530582,0.11079024469724938,0.4778286884288697,0.4546015895077081
205,120,10,180,12407,0.09567837456250114,0.09739069495203877,0.4772792028777462,0.4530271359214776
206,120,10,200,12407,0.08473451338657205,0.08642393990481273,0.4780402065017687,0.4522676852512762
207,120,10,220,12407,0.07548684569475457,0.07733296729995269,0.4794351501237494,0.4521003658533198
208,120,10,240,12407,0.068305979856102,0.06983341544390008,0.4813275852554797,0.4522377608804439
209,120,10,260,12407,0.06211720299995641,0.06343515992573337,0.4834180778242734,0.4528379602572269
210,120,11,140,12408,0.12862468503453905,0.12764765990297391,0.4752243968039341,0.4571055170427413
211,120,11,160,12408,0.1122380996408584,0.11083306678787512,0.4735970233984208,0.4540968061340922
212,120,11,180,12408,0.0982205470642252,0.09739551467588853,0.4735055959934512,0.4525230928230377
213,120,11,200,12408,0.08689920858063903,0.08641126211040055,0.4740123555193193,0.45172318926753
214,120,11,220,12408,0.07754803709527182,0.07730772592354407,0.4753346370923027,0.4515928568213199
215,120,11,240,12408,0.06978275882244414,0.06979264410356771,0.4770603744784793,0.4517615515286385
216,120,11,260,12408,0.06373752433737091,0.0634319019933831,0.4789894538669973,0.452365605033137
217,120,12,140,12409,0.12637389800584414,0.12741910322919073,0.4805900086604388,0.4567699988704069
218,120,12,160,12409,0.10991444077005932,0.11066159636230402,0.4789821782879276,0.4537323144255496
219,120,12,180,12409,0.0965068316744927,0.0972469736859764,0.4784392987335086,0.4521388529786927
220,120,12,200,12409,0.08565364537601941,0.08628979533926716,0.479413945682438,0.4513769391042678
221,120,12,220,12409,0.076378457397698,0.07718350759617096,0.4804088350556194,0.451216254555695
222,120,12,240,12409,0.06900035569815753,0.06968848246179353,0.4816709517663376,0.4513822943150184
223,120,12,260,12409,0.06246361733355142,0.06331942001426474,0.4836503858718774,0.451985222614667
224,120,13,140,12410,0.1269653672999301,0.1272810945248572,0.4814804100391685,0.4567416407638268
225,120,13,160,12410,0.1102018992967364,0.1105472426739276,0.4800474197982248,0.4537157330909893
226,120,13,180,12410,0.09712643383073752,0.0971759290337206,0.4797183230147274,0.4521071805865816
227,120,13,200,12410,0.08555924518223608,0.08618509363494123,0.4803632024185278,0.4513501784351581
228,120,13,220,12410,0.07651763677099242,0.07709343478243615,0.4818426388561796,0.4512084208888553
229,120,13,240,12410,0.06908956260065613,0.06961014507206335,0.4832058900879471,0.4513720652863245
230,120,13,260,12410,0.06296257560787083,0.06326522227098888,0.4847237108100429,0.4519499948217763
231,120,14,140,12411,0.12397039219275185,0.1269429207501045,0.481765469113365,0.4565122308017756
232,120,14,160,12411,0.10796436536715603,0.11028419231876584,0.4807754051111913,0.4535136796329283
233,120,14,180,12411,0.0946564012707734,0.0969345313693778,0.4809352617046039,0.4519060285956632
234,120,14,200,12411,0.08357942246343641,0.08595070264364231,0.4819817754165949,0.4511640626040097
235,120,14,220,12411,0.07466695086537227,0.0768816495309391,0.4826341714443182,0.4509512008659229
236,120,14,240,12411,0.06709577472438982,0.0693988369438776,0.4841225399188815,0.4511114833497993
237,120,14,260,12411,0.06124441976374963,0.06309418382757352,0.4852514591732487,0.4516396302981949
238,120,15,140,12412,0.13101920006915144,0.12711716909060802,0.4823520321734496,0.4563819133159173
239,120,15,160,12412,0.11393535529694597,0.11045228252308252,0.480397223641553,0.4533613343694417
240,120,15,180,12412,0.10052702406251686,0.09711505802616696,0.4794466415742525,0.4516887966534597
241,120,15,200,12412,0.08898350336148382,0.08610641101043477,0.4797322382429488,0.4509087860433906
242,120,15,220,12412,0.07974273859443738,0.07703393122677105,0.48131116039632393,0.4507152169481489
243,120,15,240,12412,0.07139628836759494,0.0695008726001888,0.4825240379622012,0.4508577642998171
244,120,15,260,12412,0.06510237906647078,0.06320178304494671,0.4844671850365777,0.4513781333257335
245,120,16,140,12413,0.1310760988027892,0.12727778697050562,0.4774577609677021,0.4561227765628385
246,120,16,160,12413,0.11368250929310153,0.11058770680469432,0.4761661671242636,0.4531101335394551
247,120,16,180,12413,0.09951180403105177,0.09721439127734972,0.4759183465942949,0.4514475610883652
248,120,16,200,12413,0.08759908345167497,0.08615983058936642,0.4766559111445016,0.4506652374031085
249,120,16,220,12413,0.07848554800166517,0.07709251182758069,0.4774500662725882,0.4504666559585917
250,120,16,240,12413,0.07052333900026778,0.06953797667309651,0.4792719499100289,0.4506315858857661
251,120,16,260,12413,0.06397315131434475,0.06322787293654346,0.4804730108033332,0.4511183674104954
252,120,17,140,12414,0.1289688660769545,0.1272885590512694,0.4817279097529744,0.4560941867388964
253,120,17,160,12414,0.11236981886273156,0.11062302544759267,0.4803294790383959,0.4531072869736304
254,120,17,180,12414,0.09799258884473144,0.09720658870912813,0.4805208930207911,0.4514647911603312
255,120,17,200,12414,0.08668974050923528,0.08614904152062318,0.4808096323337384,0.450677898484008
256,120,17,220,12414,0.07725877670207931,0.07706913587717866,0.4823684428332409,0.450478344215187
257,120,17,240,12414,0.0699054453083112,0.06953264036174082,0.4835549886113312,0.4506374658211302
258,120,17,260,12414,0.0634307511545591,0.06321746476919621,0.4855196906919381,0.4511271461967569
259,120,18,140,12415,0.12821402823573094,0.12725874029762768,0.485116787203443,0.4562400505300876
260,120,18,160,12415,0.11062966887366392,0.11056069014828926,0.4834043095891055,0.4532375531918889
261,120,18,180,12415,0.09630898168822212,0.0971089582090611,0.4831711866979279,0.4515999266607981
262,120,18,200,12415,0.08465495350562248,0.08602798119168963,0.4839524592445191,0.4508164899182922
263,120,18,220,12415,0.07559151315766402,0.07695623546056303,0.4849758722383245,0.4506114212080866
264,120,18,240,12415,0.06816554724533656,0.06943148554263985,0.4866088994642688,0.4507647338533707
265,120,18,260,12415,0.06205897292332481,0.06313192721221121,0.4882431136713712,0.4512440181326533
266,120,19,140,12416,0.12761092690811912,0.12720527639904622,0.4820021744333572,0.4562928850635604
267,120,19,160,12416,0.1110902579940617,0.11053344622404224,0.4798421591306922,0.4532711998809047
268,120,19,180,12416,0.09744890533100158,0.09708407539886138,0.4795773352587953,0.4516315946743994
269,120,19,200,12416,0.08625839735281875,0.08600633734986253,0.4806362184349929,0.4508798451204237
270,120,19,220,12416,0.07667675859453595,0.07691500188431763,0.4821349479314171,0.4506937283954745
271,120,19,240,12416,0.06931180143468456,0.06940333765702876,0.4828209315844652,0.4508133382360252
272,120,19,260,12416,0.06300971689879364,0.06310727423667202,0.484594984164065,0.4512997465555491
273,120,20,140,12417,0.12546786148845193,0.1270457857438894,0.4816970734645527,0.4561025291962179
274,120,20,160,12417,0.10839808652880502,0.11037215593703467,0.4801234969598776,0.4530817691332734
275,120,20,180,12417,0.0950515036127934,0.0969401075312354,0.4796148887592082,0.4514343149219484
276,120,20,200,12417,0.08357059300522808,0.08585083178094183,0.4803192948727439,0.4506841009767083
277,120,20,220,12417,0.07487422177172204,0.07678580680612503,0.4815031173201997,0.4504914619694259
278,120,20,240,12417,0.06726375006118597,0.06927404828814675,0.4825302323699502,0.45058537575926
279,120,20,260,12417,0.060971266922502515,0.06298181392251816,0.48389553500765203,0.4510542629730081
